customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Segment_Name,Estimated_CLV,Retention_Action
8393-DLHGA,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,1,0.72418934,Low Value / Low Tenure,132.42393391132356,Offer 20% discount on Annual Upgrade
9766-HGEDE,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,0,0.03465847,High Value / Low Tenure (High Risk),558.3050826072694,Low Risk: Upsell Premium Channels
6968-MHOMU,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,0,0.12586468,High Value / Low Tenure (High Risk),357.52681016921997,Low Risk: Upsell Premium Channels
7395-IGJOS,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,1,0.58978695,Low Value / Low Tenure,138.1854956150055,Monitor Account
5044-XDPYX,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,0,0.001389088,High Value / Low Tenure (High Risk),2550.0,Low Risk: Upsell Premium Channels
1814-WFGVS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,0,0.0018206518,High Value / High Tenure,4890.0,Low Risk: Upsell Premium Channels
2834-SPCJV,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,1,0.7965616,High Value / High Tenure,105.57877423763274,Offer 20% discount on Annual Upgrade
3721-WKIIL,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,0,0.0056884633,High Value / Low Tenure (High Risk),1960.0000000000002,Low Risk: Upsell Premium Channels
6734-CKRSM,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,0,0.115422115,High Value / Low Tenure (High Risk),173.27701568603516,Low Risk: Upsell Premium Channels
1265-ZFOSD,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,0,0.00012935609,High Value / High Tenure,8130.0,Low Risk: Upsell Premium Channels
6568-POCUI,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,0,0.024828501,High Value / High Tenure,3834.303256225586,Low Risk: Upsell Premium Channels
7890-VYYWG,Male,1,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,1,0.8456455,High Value / Low Tenure (High Risk),43.103168016672136,Offer 20% discount on Annual Upgrade
5197-LQXXH,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,0,0.0018096227,High Value / High Tenure,8330.0,Low Risk: Upsell Premium Channels
9907-SWKKF,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,1,0.79300505,High Value / Low Tenure (High Risk),31.588701921701432,Offer 20% discount on Annual Upgrade
3457-PQBYH,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,0,0.002511301,High Value / Low Tenure (High Risk),2030.0,Low Risk: Upsell Premium Channels
7682-AZNDK,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,0,0.43382025,Low Value / Low Tenure,207.11342457532882,Monitor Account
0587-DMGBH,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,1,0.2053717,Low Value / Low Tenure,242.73062980175018,Monitor Account
5384-ZTTWP,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,0,0.100942634,High Value / Low Tenure (High Risk),196.15101985931398,Low Risk: Upsell Premium Channels
3745-HRPHI,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,0,0.002530885,High Value / High Tenure,5465.0,Low Risk: Upsell Premium Channels
7636-OWBPG,Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,0,0.23707707,High Value / Low Tenure (High Risk),123.79940371513368,Monitor Account
1231-YNDEK,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,0,0.058795843,High Value / Low Tenure (High Risk),325.70329847335813,Low Risk: Upsell Premium Channels
1407-DIGZV,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,0,0.0024564632,High Value / Low Tenure (High Risk),1910.0000000000002,Low Risk: Upsell Premium Channels
6397-JNZZG,Female,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,1,0.69561744,High Value / Low Tenure (High Risk),79.85711148977279,Monitor Account
0570-BFQHT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,0,0.17978294,Low Value / Low Tenure,448.0402856111526,Low Risk: Upsell Premium Channels
4393-OBCRR,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,0,0.014617992,High Value / Low Tenure (High Risk),1385.279245376587,Low Risk: Upsell Premium Channels
3523-QRQLL,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,1,0.13552156,Low Value / Low Tenure,512.8335204124451,Low Risk: Upsell Premium Channels
8564-LDKFL,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,0,0.24439278,High Value / High Tenure,433.72804260253906,Monitor Account
3696-DFHHB,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,0,0.0009875073,High Value / Low Tenure (High Risk),2550.0,Low Risk: Upsell Premium Channels
0895-DQHEW,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,1,0.7447202,High Value / High Tenure,140.0525999188423,Offer 20% discount on Annual Upgrade
4717-GHADL,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,0,0.0017149909,High Value / High Tenure,7959.999999999999,Low Risk: Upsell Premium Channels
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,0,0.63661253,Low Value / Low Tenure,86.78748083114624,Monitor Account
5879-HMFFH,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,0,0.00053957966,High Value / High Tenure,8805.0,Low Risk: Upsell Premium Channels
6772-WFQRD,Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,0,0.034728453,High Value / Low Tenure (High Risk),587.4146163940429,Low Risk: Upsell Premium Channels
3810-DVDQQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,0,0.003555709,High Value / High Tenure,11760.0,Low Risk: Upsell Premium Channels
6972-SNKKW,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,0,0.03499793,High Value / Low Tenure (High Risk),571.46240234375,Low Risk: Upsell Premium Channels
3694-GLTJM,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,0,0.2448333,High Value / Low Tenure (High Risk),80.25868835449218,Monitor Account
8550-XSXUQ,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,0,0.10606987,High Value / High Tenure,665.1276021003723,Low Risk: Upsell Premium Channels
8149-RSOUN,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,1,0.9649645,Low Value / Low Tenure,97.25746575593948,Offer 20% discount on Annual Upgrade
9055-MOJJJ,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,0,0.0027106018,High Value / High Tenure,6580.0,Low Risk: Upsell Premium Channels
4359-INNWN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,0,0.016721489,High Value / Low Tenure (High Risk),1199.0559144973756,Low Risk: Upsell Premium Channels
0585-EGDDA,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,0,0.36198205,High Value / High Tenure,221.00543975830078,Monitor Account
4032-RMHCI,Female,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,0,0.009498149,High Value / Low Tenure (High Risk),3540.0,Low Risk: Upsell Premium Channels
0549-CYCQN,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,0,0.01298551,High Value / High Tenure,6129.909326171874,Low Risk: Upsell Premium Channels
3481-JHUZH,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,0,0.22755378,High Value / High Tenure,352.6638879776001,Monitor Account
7250-EQKIY,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,1,0.95320314,Low Value / Low Tenure,52.926808410882956,Offer 20% discount on Annual Upgrade
3594-IVHJZ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,0,0.047904313,High Value / Low Tenure (High Risk),426.8926578521728,Low Risk: Upsell Premium Channels
6869-FGJJC,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,0,0.020149013,High Value / High Tenure,3950.565696716308,Low Risk: Upsell Premium Channels
3896-ZVNET,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,0,0.0024258143,High Value / Low Tenure (High Risk),2470.0,Low Risk: Upsell Premium Channels
8205-VSLRB,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,0,0.030489018,High Value / High Tenure,2535.3390933990477,Low Risk: Upsell Premium Channels
5960-MVTUK,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,0,0.48569515,High Value / Low Tenure (High Risk),61.252413272857666,Monitor Account
6817-WTYHE,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,0,0.39295545,Low Value / Low Tenure,114.26231410503387,Monitor Account
3082-VQXNH,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,0,0.4454626,High Value / Low Tenure (High Risk),66.89674787521362,Monitor Account
4013-UBXWQ,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,1,0.8101427,Low Value / Low Tenure,92.14426056146623,Offer 20% discount on Annual Upgrade
4931-TRZWN,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,0,0.19495828,Low Value / Low Tenure,369.0533149957657,Low Risk: Upsell Premium Channels
0750-EKNGL,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,0,0.012721636,High Value / Low Tenure (High Risk),1631.0794658660889,Low Risk: Upsell Premium Channels
7669-LCRSD,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,0,0.19522007,Low Value / Low Tenure,288.3924782752991,Low Risk: Upsell Premium Channels
3567-PQTSO,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,0,0.23977284,High Value / High Tenure,438.9571490287781,Monitor Account
5519-NPHVG,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,1,0.88549006,Low Value / Low Tenure,106.38176672458648,Offer 20% discount on Annual Upgrade
8043-PNYSD,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,0,0.0010419125,High Value / Low Tenure (High Risk),1955.0,Low Risk: Upsell Premium Channels
9938-EKRGF,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,0,0.14734945,Low Value / Low Tenure,573.1273728132248,Low Risk: Upsell Premium Channels
2703-AMTUL,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,0,0.023403574,High Value / Low Tenure (High Risk),2292.38486328125,Low Risk: Upsell Premium Channels
0928-JMXNP,Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,0,0.5671043,High Value / Low Tenure (High Risk),52.72399064302444,Monitor Account
8173-RXAYP,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,0,0.0008319716,High Value / Low Tenure (High Risk),1970.0,Low Risk: Upsell Premium Channels
4825-XJGDM,Female,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,0,0.0007002792,High Value / Low Tenure (High Risk),4370.0,Low Risk: Upsell Premium Channels
5402-HTOTQ,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,0,0.09723769,Low Value / Low Tenure,568.7094937324524,Low Risk: Upsell Premium Channels
6734-JDTTV,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,0,0.0013833835,High Value / Low Tenure (High Risk),1985.0000000000002,Low Risk: Upsell Premium Channels
7850-THJMU,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,0,0.0014605868,High Value / Low Tenure (High Risk),1964.9999999999998,Low Risk: Upsell Premium Channels
3890-RTCMS,Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,0,0.21492836,Low Value / Low Tenure,230.0766726255417,Monitor Account
8849-GYOKR,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,1,0.76395464,High Value / High Tenure,139.47162720561028,Offer free Tech Support visit / Router check
3148-BLQJT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,1,0.56225854,High Value / Low Tenure (High Risk),35.748678267002106,Monitor Account
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,0,0.0012693204,High Value / Low Tenure (High Risk),2045.0,Low Risk: Upsell Premium Channels
3665-JATSN,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,0,0.3829913,High Value / Low Tenure (High Risk),103.65770573616028,Monitor Account
7966-YOTQW,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,0,0.08454732,Low Value / Low Tenure,644.6094236373901,Low Risk: Upsell Premium Channels
0461-CVKMU,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,1,0.57569116,Low Value / Low Tenure,145.5641553878784,Monitor Account
8806-EAGWC,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,1,0.63426435,Low Value / Low Tenure,86.9511245727539,Monitor Account
8853-TZDGH,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,0,0.0016214187,High Value / High Tenure,11160.0,Low Risk: Upsell Premium Channels
7779-LGOVN,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,1,0.88067997,Low Value / Low Tenure,98.38988314270973,Offer 20% discount on Annual Upgrade
4324-BZCKL,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,0,0.046943855,Low Value / Low Tenure,1183.3284335136414,Low Risk: Upsell Premium Channels
6924-TDGMT,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,0,0.007642872,High Value / Low Tenure (High Risk),2055.0,Low Risk: Upsell Premium Channels
9710-ZUSHQ,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,1,0.67515445,High Value / High Tenure,158.11196410655975,Offer free Tech Support visit / Router check
1536-YHDOE,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,0,0.09194323,Low Value / Low Tenure,675.4167998313904,Low Risk: Upsell Premium Channels
8123-QBNAZ,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,0,0.15597813,High Value / High Tenure,669.9657208919525,Low Risk: Upsell Premium Channels
3629-ZNKXA,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,0,0.42528418,Low Value / Low Tenure,239.36935443878173,Monitor Account
4827-LTQRJ,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,0,0.022501301,High Value / High Tenure,4915.271425628662,Low Risk: Upsell Premium Channels
7711-YIJWC,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,0,0.018887531,High Value / High Tenure,4495.029178619385,Low Risk: Upsell Premium Channels
5482-VXSXJ,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,0,0.09291916,Low Value / Low Tenure,1003.0224075317383,Low Risk: Upsell Premium Channels
7365-BVCJH,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,0,0.7199816,High Value / Low Tenure (High Risk),33.889754390716554,Offer 20% discount on Annual Upgrade
9620-ENEJV,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,0,0.5160812,Low Value / Low Tenure,136.70329078435898,Monitor Account
4183-WCSEP,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.45,2435.15,1,0.2971278,Low Value / Low Tenure,264.02779351472856,Monitor Account
2378-YIZKA,Female,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,0,0.003382142,High Value / High Tenure,8500.0,Low Risk: Upsell Premium Channels
5498-TXHLF,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,1,0.39283565,Low Value / Low Tenure,222.6121724367142,Monitor Account
0689-DSXGL,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,0,0.03268844,High Value / High Tenure,2624.7812450408933,Low Risk: Upsell Premium Channels
6818-DJXAA,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,0,0.17113978,Low Value / Low Tenure,532.313410282135,Low Risk: Upsell Premium Channels
9722-UJOJR,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1974.8,1,0.52908236,Low Value / Low Tenure,133.7220955491066,Monitor Account
0464-WJTKO,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,0,9.528017e-05,High Value / Low Tenure (High Risk),2010.0000000000002,Low Risk: Upsell Premium Channels
8902-ZEOVF,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55,0,0.0018764775,High Value / Low Tenure (High Risk),2005.0,Low Risk: Upsell Premium Channels
6778-EICRF,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.8,1821.2,0,0.06049515,Low Value / Low Tenure,1236.4627410888672,Low Risk: Upsell Premium Channels
2662-NNTDK,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,0,0.0049038604,High Value / Low Tenure (High Risk),2480.0,Low Risk: Upsell Premium Channels
4132-KALRO,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,0,0.91387045,Low Value / Low Tenure,110.35480828881263,Offer 20% discount on Annual Upgrade
3902-FOIGH,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,1,0.90989614,Low Value / Low Tenure,111.38634193539619,Offer 20% discount on Annual Upgrade
6772-KSATR,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,1,0.74080324,Low Value / Low Tenure,110.28569108247757,Offer 20% discount on Annual Upgrade
7112-OPOTK,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,1,0.37790263,Low Value / Low Tenure,180.60207206010818,Monitor Account
2874-YXVVA,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,0,0.2209956,High Value / High Tenure,475.575054359436,Monitor Account
1245-HARPS,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,0,0.0014978616,High Value / Low Tenure (High Risk),2039.9999999999998,Low Risk: Upsell Premium Channels
4210-QFJMF,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,317.25,1,0.7655091,Low Value / Low Tenure,103.39524307250977,Offer 20% discount on Annual Upgrade
4323-ELYYB,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,218.55,0,0.0116094425,High Value / Low Tenure (High Risk),1722.735595703125,Low Risk: Upsell Premium Channels
4293-ETKAP,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,0,0.011562797,High Value / High Tenure,6866.850288391114,Low Risk: Upsell Premium Channels
6064-PUPMC,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2,1423.35,0,0.045488473,Low Value / Low Tenure,1257.4614097595215,Low Risk: Upsell Premium Channels
6504-VBLFL,Male,0,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,0,0.06844338,High Value / High Tenure,856.1821376800538,Low Risk: Upsell Premium Channels
6322-PJJDJ,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65,0,0.213524,High Value / High Tenure,443.9781978607178,Monitor Account
0330-BGYZE,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,0,0.16676012,High Value / High Tenure,614.6553766727448,Low Risk: Upsell Premium Channels
1085-LDWAM,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,0,0.0017699086,High Value / Low Tenure (High Risk),2035.0000000000002,Low Risk: Upsell Premium Channels
7586-ZATGZ,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05,0,0.33263698,High Value / High Tenure,255.2331876039505,Monitor Account
